Token.ID	Context	Variant	Recipient.lemma	Theme.lemma	Recipient.type	Theme.type	Recipient.cluster_number	cluster_combo	Recipient.medoid_label	Recipient.silhouette	Theme.cluster_number	Theme.medoid_label	Theme.silhouette	Recipient.medoid	Theme.medoid
dat-3612	the (( )) you think I would have. //A: Uh-huh. //B: Uh, it's, I was an interesting, in that I think that he gave the American people some, uh, uh, a sense of the fact that, that, uh, wars are really run by politicians.	ditransitive	people	sense	N	N	8	people-experience	people	0.36882615	6	experience	0.43089136	people	experience
dat-3613	inside. //A: Yeah. //B: And it gives you a lot more, uh, of the other, you know, of the widest, uh, //A: Uh-huh. //B: television that's available to you.	ditransitive	you	television	P	N	10	anything-broadcast	anything	0.28544724	4	broadcast	0.454045	anything	broadcast
dat-3614	that's a good deal. //A: Right. //B: It gives you a chance to feel like you're a part of a group or the organization and that you're heard. And, you know, if you have ideas that type of thing. //A: Uh-huh. Do you find that your vacation time, do you manage to use it up or	ditransitive	you	chance	P	N	10	anything-experience	anything	0.28544724	6	experience	0.13142924	anything	experience
dat-3615	A: -- of course, uh, course it varies from case to case or individual to, //B: And the other point someone made at one, one time was that if someone is guilty of a terrible crime, or they're a serial killer, or mass murderer, that if they're in prison, that gives you the chance to, um, get into the person's mind to find out, uh, what led them to the point that they were at when they committed the crime, to, uh, try to understand how their mind worked, to prevent, you know, another person --	ditransitive	you	chance	P	N	10	anything-experience	anything	0.28544724	6	experience	0.13142924	anything	experience
dat-3616	B: -- um, you know, learning how to, to give to others, and being less selfish and, //A: Well, I think sometimes it gives you a better picture of what some of the other people live like, you know, what -- //B: Uh-huh.	ditransitive	you	picture	P	N	10	anything-broadcast	anything	0.28544724	4	broadcast	0.27408957	anything	broadcast
dat-3617	B: Um, sometimes I get called late at night at home because there's a production problem, and that gives me the opportunity to, uh, come in to work and fix it, if I can't think of, //A: Laughter.	ditransitive	me	opportunity	P	N	1	myself-thrust	myself	0.13377228	0	thrust	0.1706375	myself	thrust
dat-3618	B: And there's a lot of graft, like people trying to tell them, oh, giving them information that was free to them anyway if they just knew how to get it. //A: Uh, yeah, exactly. Y-, ha-,	ditransitive	them	information	P	N	1	myself-activity	myself	0.32372108	13	activity	0.20973288	myself	activity
dat-3619	B: Keeps the kids busy too [laughter]. //A: Right [laughter]. I, //B: gives the grown-ups a chance to, well like you said, play a game, or just talk or something like that. //A: Yeah. And I think outside you can just kind of kick back and, and visit after dinner.	ditransitive	grown-up	chance	N	N	3	kid-experience	kid	0.5082911	6	experience	0.13142924	kid	experience
dat-3620	I've found has always been these, uh, used car manuals -- //B: Uh-huh. //A: -- because you can flip through the used car manuals and they'll give you a list of all the problems that the car's had in the past. //B: Um.	ditransitive	you	list	P	N	10	anything-list	anything	0.28544724	12	list	0.29111984	anything	list
dat-3621	@A: Okay, Catharine, can you, uh, give me your views on, uh, what you think about the, uh, care of elderly? //B: Well, I would, I hate to see them being put into a hair ca-, or a health facility care environment, because they then feel like, you know, the family	ditransitive	me	views	P	N	1	myself-NA	myself	0.13377228	NA	NA	NA	myself	NA
dat-3622	@A: [Music] {radio} [hiss] Okay, can you, uh, give me your thoughts on what women's roles are, or how they've changed? //B: [Hiss] Well, um, I'm in my, I, I, I've seen the changes, I think, in my generation most of all, because I'm a early baby boomer, and, uh, I was	ditransitive	me	thoughts	P	N	1	myself-NA	myself	0.13377228	NA	NA	NA	myself	NA
dat-3623	A: Okay, Michelle, um, could you give me a few ideas on what you think is wrong with our public school system [cough]?	ditransitive	me	ideas	P	N	1	myself-NA	myself	0.13377228	NA	NA	NA	myself	NA
dat-3624	A: And they gave you, uh, uh, little blue containers that you put all your, your, uh, your bottles and cans and like the plastic milk jugs.	ditransitive	you	containers	P	N	10	anything-NA	anything	0.28544724	NA	NA	NA	anything	NA
dat-3625	A: So we'd have to have some way to, uh, reward and recognize the teachers who are doing a good job and give them a, //B: [breathing]. //A: a pat on the back and respect and some honor #and# --	ditransitive	them	pat	P	N	1	myself-pat	myself	0.32372108	3	pat	0.41216812	myself	pat
dat-3626	A: Yeah, we have burlap sacks, //B: Oh. //A: and they give us one for aluminum and, uh, steel, one for metals, //B: Uh-huh. //A: and one for glass, and then you can either bundle your newspapers or put	ditransitive	us	one/nn	P	N	1	myself-one	myself	0.3100408	14	one	0.36518812	myself	one
dat-3627	B: Unless you had the equipment. //A: it's not too easy. I had past, uh, state inspection, uh, just last month, so, and I had a turn signal out, so I had to take it in to get the turn signal fixed. But, uh, other than that, for passing inspection, uh, they gave me a shopping list of things I needed to get done [laughter]. //B: [Laughter].	ditransitive	me	list	P	N	1	myself-list	myself	0.13377228	12	list	0.29111984	myself	list
dat-3628	car is worth it, you know. I don't know. //A: No, dealers will get you on the oil changes anyway. I took my car in one time, many years ago for an oil change at the dealer and they charged me thirty dollars for it. And they gave me this cock and bull story that because there was a turbo charger on the car they had to prime the turbine with the oil. //B: What?	ditransitive	me	story	P	N	1	myself-broadcast	myself	0.13377228	4	broadcast	0.3870239	myself	broadcast
dat-3629	don't make decisions, they don't vote. I, I think if they voted, that, as you say, the, um, they, they would probably stay commonwealth, or that would be the best for them. //A: Well, that would give them, them more of an interest in what goes on in this country, if, if they had, uh, a, uh, a privilege of voting, uh, that would give them a vested interest in the government, and, uh, I would see that as, as a positive, uh, thing for them to consider. //B: Yeah, but as you say, it's two diff-, two different cultures. I don't, I don't know. Um, so you, like I said, I was reading this ten years ago.	ditransitive	them	interest	P	N	1	myself-thrust	myself	0.32372108	0	thrust	0.3317044	myself	thrust
dat-3630	experience at work. //B: Uh-huh. //A: And, uh, it gives you the, uh, the impression that the company really doesn't trust the people that work for them. //B: Right.	ditransitive	you	impression	P	N	10	anything-experience	anything	0.28544724	6	experience	0.47165602	anything	experience
dat-3631	B: Yeah, they tried the, //A: -- one of them is where you just take whatever's already standard and you give it some sort of a weird metric number like six point two eight seven instead of six millimeter. //B: Yeah, yeah, direct conversion.	ditransitive	it	number	P	N	10	anything-worth	anything	0.5251231	9	worth	0.2776822	anything	worth
dat-3632	A: #I mean,# even, even the greedy kids that we've got now ... //B: Oh god, you go to the mall and you see, you know, fourteen year old kids flaunting money, because the parents give them money to go down and play video games all night, you know -- //A: I know. //B: -- for what. //A: I know. //B: give me the money and I'll, I'll teach them something good [laughter]. //A: Well, you know, you know why they do it is so they can get them out of the house.	ditransitive	them	money	P	N	1	myself-worth	myself	0.32372108	9	worth	0.121118724	myself	worth
dat-3633	B: Because I finished one, I think this is like two years ago, and somebody had given me one of these dinky do, crappy women's novels set in the Civil War, John Jakes ((with)), //A: Yeah. //B: and the novel didn't do that much for me. But, boy, the period of time was fascinating.	ditransitive	me	novels	P	N	1	myself-NA	myself	0.13377228	NA	NA	NA	myself	NA
dat-3634	B: Well, I'll give you one tha-, tha-, that I, I put together modified out of a HEART SMART COOKBOOK. Now, my husband really thinks that this is one of those Fren-, fancy french sauces.	ditransitive	you	one	P	I	10	anything-one	anything	0.28544724	14	one	0.6461798	anything	one
dat-3635	B: That right. //A: Yeah, and he, he had all kinds of horror stories. You know, these guys go down there and get their unemployment checks, and, back, back in those days they also use to give [beep] you, [beep] uh, booklets good for, uh, [beep] clothing and gas, and things like this [beep]. //B: Yeah.	ditransitive	you	booklet	P	N	10	anything-list	anything	0.28544724	12	list	0.23270144	anything	list
